name,selling_price,year,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats
Maruti Swift VDI,300000,2013,120000,Diesel,Individual,Manual,Fourth & Above Owner,22.9 kmpl,1248 CC,74 bhp,5
Maruti Alto 800 LXI,350000,2020,5000,Petrol,Individual,Manual,First Owner,22.05 kmpl,796 CC,47.3 bhp,5
Mahindra KUV 100 mFALCON G80 K8 5str AW,530000,2017,59000,Petrol,Individual,Manual,First Owner,18.15 kmpl,1198 CC,82 bhp,5
Chevrolet Enjoy TCDi LTZ 7 Seater,350000,2013,100000,Diesel,Individual,Manual,Third Owner,18.2 kmpl,1248 CC,73.8 bhp,7
Hyundai Sonata 2.4L AT,168000,2008,50000,Petrol,Individual,Automatic,First Owner,11.0 kmpl,2359 CC,165 bhp,5
Renault KWID RXT,240000,2016,45000,Petrol,Individual,Manual,Second Owner,25.17 kmpl,799 CC,53.3 bhp,5
Maruti Swift Dzire VDi,220000,2010,80000,Diesel,Individual,Manual,Fourth & Above Owner,19.3 kmpl,1248 CC,73.9 bhp,5
Maruti Wagon R LXI Minor,110000,2008,80000,Petrol,Individual,Manual,Fourth & Above Owner,18.9 kmpl,1061 CC,67 bhp,5
Maruti Vitara Brezza ZDi Plus,850000,2016,100000,Diesel,Individual,Manual,First Owner,24.3 kmpl,1248 CC,88.5 bhp,5
Maruti Ertiga VDI,545000,2014,110000,Diesel,Individual,Manual,First Owner,20.77 kmpl,1248 CC,88.76 bhp,7
Toyota Innova Crysta 2.4 VX MT 8S BSIV,2064000,2018,24000,Diesel,Individual,Manual,First Owner,13.68 kmpl,2393 CC,147.8 bhp,8
Maruti S-Cross 2017-2020 Delta DDiS 200 SH,950000,2018,25000,Diesel,Individual,Manual,First Owner,25.1 kmpl,1248 CC,88.5 bhp,5
Hyundai EON Magna Plus,200000,2013,68697,Petrol,Individual,Manual,Third Owner,21.1 kmpl,814 CC,55.2 bhp,5
Maruti Swift VDI Optional,660000,2017,30000,Diesel,Individual,Manual,First Owner,25.2 kmpl,1248 CC,74 bhp,5
Honda Amaze VX i-DTEC,420000,2013,40000,Diesel,Individual,Manual,Second Owner,25.8 kmpl,1498 CC,98.6 bhp,5
Tata Indica Vista Aura 1.2 Safire (ABS) 90hp BS IV,150000,2010,29000,Petrol,Individual,Manual,First Owner,16.5 kmpl,1172 CC,65 bhp,5
Chevrolet Beat Diesel LS,175000,2013,68000,Diesel,Individual,Manual,Second Owner,25.44 kmpl,936 CC,57.6 bhp,5
Honda Amaze S CVT i-VTEC,750000,2018,15000,Petrol,Individual,Automatic,First Owner,18.1 kmpl,1199 CC,88.7 bhp,5
Maruti Ritz VDi,425000,2014,70000,Diesel,Individual,Manual,First Owner,23.2 kmpl,1248 CC,73.94 bhp,5
Toyota Corolla Altis D-4D G,790000,2015,126000,Diesel,Individual,Manual,Third Owner,21.43 kmpl,1364 CC,87.2 bhp,5
Toyota Innova 2.5 V Diesel 7-seater,830000,2011,300000,Diesel,Individual,Manual,Third Owner,12.8 kmpl,2494 CC,102 bhp,7
Honda Mobilio RS i DTEC,650000,2015,94000,Diesel,Individual,Manual,Second Owner,24.5 kmpl,1498 CC,98.6 bhp,7
Toyota Corolla Altis D-4D J,780000,2015,129000,Diesel,Individual,Manual,Third Owner,21.43 kmpl,1364 CC,87.2 bhp,5
Hyundai i10 Magna 1.1L,180000,2010,55000,Petrol,Individual,Manual,Second Owner,19.81 kmpl,1086 CC,68.05 bhp,5
Ford EcoSport 1.5 Diesel Trend Plus BSIV,869999,2019,40000,Diesel,Individual,Manual,First Owner,23.0 kmpl,1498 CC,98.96 bhp,5
Tata Manza Aura (ABS) Quadrajet BS IV,275000,2011,50000,Diesel,Individual,Manual,First Owner,21.12 kmpl,1248 CC,88.8 bhp,5
Hyundai i20 1.2 Asta Option,630000,2017,25000,Petrol,Individual,Manual,Second Owner,18.6 kmpl,1197 CC,81.83 bhp,5
Toyota Corolla H2,150000,2008,60000,Petrol,Individual,Manual,Second Owner,13.4 kmpl,1794 CC,125 bhp,5
Maruti Alto 800 LXI,315000,2016,25000,Petrol,Individual,Manual,First Owner,22.74 kmpl,796 CC,47.3 bhp,5
Tata Indigo CR4,189000,2011,70000,Diesel,Individual,Manual,Second Owner,23.57 kmpl,1396 CC,70 bhp,5
Maruti Swift Dzire VDI,580000,2014,120000,Diesel,Individual,Manual,First Owner,23.4 kmpl,1248 CC,74 bhp,5
Fiat Punto 1.3 Emotion,150000,2009,153000,Diesel,Individual,Manual,Second Owner,,,,
Maruti Vitara Brezza VDi,825000,2018,35000,Diesel,Individual,Manual,First Owner,24.3 kmpl,1248 CC,88.5 bhp,5
Tata Safari Storme VX,650000,2016,60000,Diesel,Individual,Manual,Second Owner,14.1 kmpl,2179 CC,148 bhp,7
Honda City 1.3 EXI,50000,2004,62000,Petrol,Individual,Manual,Second Owner,13.0 kmpl,1343 CC,90 bhp,5
Skoda Fabia 1.2 MPI Ambition,200000,2011,120000,Petrol,Individual,Manual,Second Owner,16.25 kmpl,1198 CC,73.9 bhp,5
Tata Venture LX 7 Str,135000,2013,120000,Diesel,Individual,Manual,Third Owner,15.42 kmpl,1405 CC,70 bhp,7
Hyundai i20 2015-2017 Sportz 1.4 CRDi,680000,2017,80000,Diesel,Individual,Manual,First Owner,22.54 kmpl,1396 CC,88.73 bhp,5
Hyundai i20 1.4 Sportz,670000,2017,80000,Diesel,Individual,Manual,First Owner,22.54 kmpl,1396 CC,88.73 bhp,5
BMW 5 Series 525d,1000000,2010,60000,Diesel,Individual,Automatic,First Owner,16.73 kmpl,1995 CC,218 bhp,5
Maruti Alto K10 2010-2014 VXI,240000,2010,80000,Petrol,Individual,Manual,Second Owner,20.92 kmpl,998 CC,67.1 bhp,5
Force One SX ABS 7 Seating,555000,2014,147279,Diesel,Individual,Manual,Second Owner,17.0 kmpl,2200 CC,139.01 bhp,7
Skoda Rapid 1.6 TDI Ambition Plus,455000,2013,98000,Diesel,Individual,Manual,First Owner,20.5 kmpl,1598 CC,103.5 bhp,5
Maruti Swift Dzire VDI,750000,2018,25000,Diesel,Individual,Manual,First Owner,28.4 kmpl,1248 CC,74.02 bhp,5
Maruti Swift Dzire AMT ZDI,700000,2016,90000,Diesel,Individual,Automatic,First Owner,26.59 kmpl,1248 CC,74 bhp,5
Tata Nano XTA,220000,2016,22000,Petrol,Individual,Automatic,First Owner,21.9 kmpl,624 CC,37.48 bhp,4
Tata Indica V2 eLX,160000,2014,120000,Diesel,Individual,Manual,First Owner,25.0 kmpl,1396 CC,69 bhp,5
Chevrolet Sail Hatchback Diesel,225000,2013,100000,Diesel,Individual,Manual,Second Owner,22.1 kmpl,1248 CC,76.9 bhp,5
Tata Indigo CS LX (TDI) BS III,140000,2008,120000,Diesel,Individual,Manual,Second Owner,19.09 kmpl,1396 CC,69 bhp,5
Maruti Swift Dzire VDI,600000,2014,70000,Diesel,Individual,Manual,Second Owner,23.4 kmpl,1248 CC,74 bhp,5
Mahindra XUV500 W10 2WD,1000000,2015,24700,Diesel,Individual,Manual,First Owner,16.0 kmpl,2179 CC,140 bhp,7
Chevrolet Spark 1.0 LS,65000,2008,100000,Petrol,Individual,Manual,Third Owner,18.0 kmpl,995 CC,62 bhp,5
Maruti Ignis 1.2 Delta BSIV,500000,2019,10000,Petrol,Individual,Manual,First Owner,20.89 kmpl,1197 CC,81.80 bhp,5
Mahindra XUV500 W10 2WD,1100000,2017,88754,Diesel,Dealer,Manual,First Owner,16.0 kmpl,2179 CC,140 bhp,7
Ford Fiesta 1.6 SXI ABS Duratec,325000,2011,53287,Petrol,Dealer,Manual,First Owner,,,,
Mahindra XUV500 W6 2WD,1150000,2017,43526,Diesel,Dealer,Manual,First Owner,16.0 kmpl,2179 CC,140 bhp,7
Skoda Fabia 1.2 MPI Ambition Plus,320000,2012,55885,Petrol,Dealer,Manual,First Owner,16.25 kmpl,1198 CC,75 bhp,5
Ford Ecosport 1.5 Diesel Titanium,950000,2019,16034,Diesel,Dealer,Manual,First Owner,21.7 kmpl,1498 CC,98.96 bhp,5
Ford Figo Diesel EXI,250000,2012,156040,Diesel,Dealer,Manual,First Owner,20.0 kmpl,1399 CC,68 bhp,5
Ford Endeavour 2.5L 4X2 MT,400000,2004,93415,Diesel,Dealer,Manual,First Owner,13.1 kmpl,2499 CC,141 bhp,7
BMW 5 Series 520d,1100000,2008,122000,Diesel,Individual,Automatic,Second Owner,18.48 kmpl,1995 CC,177 bhp,5
Maruti Baleno Delta 1.3,600000,2017,20000,Diesel,Individual,Manual,First Owner,27.39 kmpl,1248 CC,74 bhp,5
Maruti Swift VVT VXI,509999,2017,46000,Petrol,Individual,Manual,First Owner,22.0 kmpl,1197 CC,81.80 bhp,5
Skoda Rapid 1.6 MPI Active BSIV,395000,2016,50000,Petrol,Individual,Manual,Third Owner,15.41 kmpl,1598 CC,103.2 bhp,5
Maruti Wagon R VXI,469000,2018,5000,Petrol,Individual,Manual,First Owner,21.79 kmpl,998 CC,67.05 bhp,5
Maruti Alto 800 LX Optional,250000,2017,42000,Petrol,Individual,Manual,First Owner,24.7 kmpl,796 CC,47.3 bhp,5
Chevrolet Spark 1.0 LT,130000,2011,68519,Petrol,Dealer,Manual,First Owner,16.2 kmpl,995 CC,62.1 bhp,5
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,906000,2019,30000,Diesel,Individual,Manual,First Owner,23.0 kmpl,1498 CC,98.96 bhp,5
Ford Figo Diesel ZXI,160000,2011,85000,Diesel,Individual,Manual,First Owner,20.0 kmpl,1399 CC,68 bhp,5
Maruti Swift Dzire VXi,300000,2012,88000,Petrol,Individual,Manual,First Owner,17.5 kmpl,1298 CC,85.8 bhp,5
Maruti 800 Uniq,60000,2010,100000,Petrol,Individual,Manual,Fourth & Above Owner,14.0 kmpl,796 CC,37.5 bhp,5
Maruti Swift Dzire VXI,400000,2014,100000,Petrol,Individual,Manual,Second Owner,19.1 kmpl,1197 CC,85.8 bhp,5
Tata Tiago XT,450000,2018,22966,Petrol,Dealer,Manual,First Owner,23.84 kmpl,1199 CC,84.48 bhp,5
Mahindra Bolero 2011-2019 SLX,465000,2014,80000,Diesel,Individual,Manual,Second Owner,15.96 kmpl,2523 CC,62.1 bhp,7
Maruti Swift VDI,325000,2012,80000,Diesel,Individual,Manual,Second Owner,22.9 kmpl,1248 CC,74 bhp,5
Maruti Alto LXi,150000,2008,70000,Petrol,Individual,Manual,Second Owner,19.7 kmpl,796 CC,46.3 bhp,5
Hyundai EON Era Plus,250000,2014,2350,Petrol,Individual,Manual,First Owner,21.1 kmpl,814 CC,55.2 bhp,5
Maruti Alto LXi,175000,2011,50000,Petrol,Individual,Manual,First Owner,19.7 kmpl,796 CC,46.3 bhp,5
Maruti Alto LXi,175000,2010,58000,Petrol,Individual,Manual,First Owner,19.7 kmpl,796 CC,46.3 bhp,5
Honda City 2017-2020 VTEC,150000,2006,80000,Petrol,Individual,Manual,Second Owner,16.9 kmpl,1497 CC,100 bhp,5
Mahindra Bolero Power Plus SLX,797000,2018,60000,Diesel,Individual,Manual,First Owner,16.5 kmpl,1493 CC,70 bhp,7
Hyundai Elite i20 Asta Option BSIV,800000,2019,35000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,81.86 bhp,5
Mahindra Bolero 2011-2019 SLX,750000,2019,59872,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 CC,62.1 bhp,7
Mahindra Scorpio M2DI,400000,2011,140000,Diesel,Individual,Manual,Second Owner,13.5 kmpl,2179 CC,115 bhp,5
Maruti Alto LX,160000,2012,110000,Petrol,Individual,Manual,First Owner,19.7 kmpl,796 CC,46.3 bhp,5
Mahindra Bolero 2011-2019 SLX 2WD BSIII,700000,2016,91182,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 CC,62.1 bhp,7
Maruti Alto LXi,160000,2010,60000,Petrol,Individual,Manual,Third Owner,19.7 kmpl,796 CC,46.3 bhp,5
Hyundai i20 Asta 1.4 CRDi,400000,2012,100000,Diesel,Individual,Manual,First Owner,21.27 kmpl,1396 CC,88.76 bhp,5
Toyota Etios Liva GD,451000,2013,120000,Diesel,Individual,Manual,First Owner,23.59 kmpl,1364 CC,67.06 bhp,5
Maruti 800 Std BSIII,40000,2002,80000,Petrol,Individual,Manual,First Owner,16.1 kmpl,796 CC,37 bhp,4
Tata Manza Aura (ABS) Quadrajet BS IV,300000,2012,70000,Diesel,Individual,Manual,Third Owner,21.12 kmpl,1248 CC,88.8 bhp,5
Maruti Celerio ZXI Optional,421000,2017,59500,Petrol,Individual,Manual,Second Owner,23.1 kmpl,998 CC,67.04 bhp,5
Maruti Vitara Brezza ZDi Plus Dual Tone,950000,2016,45000,Diesel,Individual,Manual,First Owner,24.3 kmpl,1248 CC,88.5 bhp,5
Hyundai i20 1.4 CRDi Asta,395000,2011,75500,Diesel,Individual,Manual,Second Owner,23.0 kmpl,1396 CC,90 bhp,5
Maruti Vitara Brezza ZDi Plus Dual Tone,950000,2016,46000,Diesel,Individual,Manual,Second Owner,24.3 kmpl,1248 CC,88.5 bhp,5
Maruti Alto 800 LXI,270000,2013,60000,Petrol,Individual,Manual,First Owner,22.74 kmpl,796 CC,47.3 bhp,5
Hyundai i20 1.4 Asta (AT),360000,2009,60000,Petrol,Individual,Automatic,Second Owner,15.0 kmpl,1396 CC,100 bhp,5
Maruti Swift Ldi BSIII,235000,2008,152500,Diesel,Individual,Manual,First Owner,17.8 kmpl,1248 CC,75 bhp,5
Mercedes-Benz E-Class E250 CDI Avantgrade,1850000,2014,60000,Diesel,Individual,Automatic,Second Owner,13.0 kmpl,2143 CC,201.1 bhp,5
Toyota Fortuner 4x2 AT,1900000,2015,130000,Diesel,Individual,Automatic,First Owner,12.55 kmpl,2982 CC,168.5 bhp,7
Hyundai Grand i10 Sportz,550000,2017,23456,Petrol,Dealer,Manual,First Owner,18.9 kmpl,1197 CC,82 bhp,5
Mahindra XUV500 W10 2WD,1225000,2015,39000,Diesel,Dealer,Manual,First Owner,16.0 kmpl,2179 CC,140 bhp,7
Honda WR-V i-VTEC S,700000,2017,15000,Petrol,Individual,Manual,First Owner,17.5 kmpl,1199 CC,88.7 bhp,5
Jeep Compass 2.0 Limited Option,1650000,2017,69123,Diesel,Dealer,Manual,First Owner,17.1 kmpl,1956 CC,170 bhp,5
Honda Brio V MT,376000,2012,26000,Petrol,Individual,Manual,First Owner,19.4 kmpl,1198 CC,86.8 bhp,5
Ford Ecosport 1.5 DV5 MT Titanium Optional,875000,2017,77524,Diesel,Dealer,Manual,First Owner,22.7 kmpl,1498 CC,89.84 bhp,5
Hyundai i20 Sportz 1.2,459999,2014,40523,Petrol,Dealer,Manual,Second Owner,18.5 kmpl,1197 CC,82.85 bhp,5
Maruti Swift VDI,755000,2018,39000,Diesel,Dealer,Manual,First Owner,28.4 kmpl,1248 CC,74 bhp,5
Audi A6 35 TFSI Matrix,6223000,2019,7800,Petrol,Dealer,Automatic,Test Drive Car,15.26 kmpl,1798 CC,187.74 bhp,5
Audi A6 35 TFSI Matrix,5923000,2019,11500,Petrol,Dealer,Automatic,Test Drive Car,15.26 kmpl,1798 CC,187.74 bhp,5
Audi A6 35 TFSI Matrix,6523000,2019,23600,Petrol,Dealer,Automatic,Test Drive Car,15.26 kmpl,1798 CC,187.74 bhp,5
Toyota Fortuner 3.0 Diesel,1050000,2010,220000,Diesel,Individual,Manual,Second Owner,11.5 kmpl,2982 CC,171 bhp,7
Toyota Qualis GS C1,215000,2004,218000,Diesel,Individual,Manual,Second Owner,,,,
Mahindra XUV500 W8 4WD,1050000,2015,120000,Diesel,Individual,Manual,Second Owner,15.1 kmpl,2179 CC,140 bhp,7
Maruti Baleno Alpha Automatic,800000,2018,25000,Petrol,Individual,Automatic,First Owner,21.4 kmpl,1197 CC,83.1 bhp,5
Maruti Swift VDI BSIV,600000,2015,31000,Diesel,Individual,Manual,Second Owner,25.2 kmpl,1248 CC,74 bhp,5
Maruti Baleno Sigma 1.2,530000,2017,42000,Petrol,Individual,Manual,First Owner,21.4 kmpl,1197 CC,83.1 bhp,5
Maruti Swift Dzire VXI,450000,2015,80000,Petrol,Individual,Manual,First Owner,20.85 kmpl,1197 CC,83.14 bhp,5
Maruti Alto K10 2010-2014 VXI,235000,2011,60000,Petrol,Individual,Manual,First Owner,20.92 kmpl,998 CC,67.1 bhp,5
Maruti Swift Dzire ZDI,550000,2013,240000,Diesel,Individual,Manual,First Owner,23.4 kmpl,1248 CC,74 bhp,5
Skoda Rapid 1.6 MPI AT Elegance,395000,2013,35000,Petrol,Individual,Automatic,Second Owner,14.3 kmpl,1598 CC,103.5 bhp,5
Tata Tigor 1.2 Revotron XT,450000,2018,35000,Petrol,Individual,Manual,First Owner,20.3 kmpl,1199 CC,84 bhp,5
Renault Triber RXT BSIV,600000,2019,5000,Petrol,Individual,Manual,First Owner,20.0 kmpl,999 CC,72 bhp,7
Maruti Vitara Brezza VDi Option,610000,2016,110000,Diesel,Individual,Manual,First Owner,24.3 kmpl,1248 CC,88.5 bhp,5
Hyundai i20 1.2 Asta Option,690000,2017,20000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,81.83 bhp,5
Tata Nexon 1.2 Revotron XZ Plus,790000,2018,15000,Petrol,Individual,Manual,First Owner,17.0 kmpl,1198 CC,108.5 bhp,5
Maruti Alto K10 2010-2014 VXI,254999,2014,40000,Petrol,Individual,Manual,Second Owner,20.92 kmpl,998 CC,67.1 bhp,5
Honda Jazz 1.2 V i VTEC,500000,2016,41000,Petrol,Individual,Manual,First Owner,18.7 kmpl,1199 CC,88.7 bhp,5
Mahindra Bolero SLX,340000,2011,100000,Diesel,Individual,Manual,Second Owner,13.6 kmpl,2523 CC,63 bhp,7
Tata Sumo CX 9 Seater,150000,2008,120000,Diesel,Individual,Manual,First Owner,12.2 kmpl,1948 CC,68 bhp,9
Mahindra Bolero SLX,245000,2007,110000,Diesel,Individual,Manual,Third Owner,13.6 kmpl,2523 CC,63 bhp,7
Volkswagen Vento 1.5 TDI Comfortline,515000,2015,120000,Diesel,Individual,Manual,Second Owner,20.34 kmpl,1498 CC,103.2 bhp,5
Ambassador Grand 1500 DSZ BSIII,122000,2008,60000,Diesel,Individual,Manual,Second Owner,12.8 kmpl,1995 CC,52 bhp,5
Hyundai i10 Magna 1.1L,160000,2009,35000,Petrol,Individual,Manual,Third Owner,19.81 kmpl,1086 CC,68.05 bhp,5
Maruti Alto LX,110000,2007,120000,Petrol,Individual,Manual,Second Owner,19.7 kmpl,796 CC,46.3 bhp,5
Maruti Swift LDI BSIV,360000,2014,70000,Diesel,Individual,Manual,First Owner,25.2 kmpl,1248 CC,74 bhp,5
Maruti Swift VDI BSIV,210000,2009,110000,Diesel,Individual,Manual,First Owner,,,,
Hyundai Verna Transform SX VGT CRDi,260000,2011,90000,Diesel,Individual,Manual,Third Owner,16.2 kmpl,1493 CC,110 bhp,5
Maruti Alto LXi,128000,2007,60000,Petrol,Individual,Manual,Second Owner,19.7 kmpl,796 CC,46.3 bhp,5
Hyundai Verna 1.6 CRDi S,600000,2015,80000,Diesel,Individual,Manual,Second Owner,23.9 kmpl,1582 CC,126.2 bhp,5
Toyota Fortuner 3.0 Diesel,800000,2010,151000,Diesel,Individual,Manual,Second Owner,11.5 kmpl,2982 CC,171 bhp,7
Maruti Swift Dzire VDI,675000,2019,25000,Diesel,Individual,Manual,First Owner,28.4 kmpl,1248 CC,74.02 bhp,5
Mahindra XUV500 W10 2WD,1000000,2015,24700,Diesel,Individual,Manual,First Owner,16.0 kmpl,2179 CC,140 bhp,7
Chevrolet Spark 1.0 LS,65000,2008,100000,Petrol,Individual,Manual,Third Owner,18.0 kmpl,995 CC,62 bhp,5
Maruti Ignis 1.2 Delta BSIV,500000,2019,10000,Petrol,Individual,Manual,First Owner,20.89 kmpl,1197 CC,81.80 bhp,5
Maruti SX4 Zxi BSIII,300000,2010,50000,Petrol,Individual,Manual,First Owner,15.0 kmpl,1586 CC,104.68 bhp,5
Maruti 800 AC,125000,2009,80000,Petrol,Individual,Manual,First Owner,16.1 kmpl,796 CC,37 bhp,4
Hyundai Grand i10 Asta Option,550000,2017,25000,Petrol,Individual,Manual,First Owner,18.9 kmpl,1197 CC,82 bhp,5
Maruti Alto LXi,150000,2007,80000,Petrol,Individual,Manual,Third Owner,19.7 kmpl,796 CC,46.3 bhp,5
Mahindra Scorpio Intelli Hybrid S6 Plus,891000,2017,80000,Diesel,Individual,Manual,First Owner,15.4 kmpl,2179 CC,120 bhp,7
Toyota Innova 2.5 VX (Diesel) 7 Seater,1050000,2015,70000,Diesel,Individual,Manual,First Owner,12.99 kmpl,2494 CC,100.6 bhp,7
Maruti Baleno RS 1.0 Petrol,750000,2018,15000,Petrol,Individual,Manual,First Owner,21.1 kmpl,998 CC,100.5 bhp,5
Hyundai i20 Magna Optional 1.2,380000,2012,27500,Petrol,Individual,Manual,First Owner,18.5 kmpl,1197 CC,82.9 bhp,5
Toyota Innova 2.5 VX (Diesel) 8 Seater,800000,2013,110000,Diesel,Individual,Manual,Second Owner,12.99 kmpl,2494 CC,100.6 bhp,8
Mahindra Logan Petrol 1.4 GLE,200000,2010,120000,Petrol,Individual,Manual,First Owner,15.7 kmpl,1390 CC,75 bhp,5
Maruti Ciaz VDi Option SHVS,700000,2016,70000,Diesel,Individual,Manual,First Owner,28.09 kmpl,1248 CC,88.5 bhp,5
Toyota Qualis FS B3,229999,2002,290000,Diesel,Individual,Manual,First Owner,13.1 kmpl,2446 CC,75 bhp,10
Honda Accord 2.4 MT,300000,2010,74000,Petrol,Individual,Manual,Second Owner,12.8 kmpl,2354 CC,177.6 bhp,5
Honda Mobilio S i DTEC,670000,2015,120000,Diesel,Individual,Manual,First Owner,24.2 kmpl,1498 CC,98.6 bhp,7
Honda City 2017-2020 GXi,210000,2007,140000,Petrol,Individual,Manual,First Owner,17.7 kmpl,1497 CC,78 bhp,5
Maruti Ignis 1.2 Delta BSIV,370000,2017,40000,Petrol,Individual,Manual,First Owner,20.89 kmpl,1197 CC,81.80 bhp,5
Maruti Baleno Delta Automatic,600000,2019,20000,Petrol,Individual,Automatic,First Owner,21.4 kmpl,1197 CC,83.1 bhp,5
Maruti Vitara Brezza VDi,810000,2020,15000,Diesel,Individual,Manual,First Owner,24.3 kmpl,1248 CC,88.5 bhp,5
Fiat Palio 1.2,80000,2006,35000,Petrol,Individual,Manual,First Owner,,,,
Tata Tiago 1.2 Revotron XE,346000,2019,16000,Petrol,Individual,Manual,First Owner,23.84 kmpl,1199 CC,84 bhp,5
Honda City 1.3 EXI,55000,2005,130000,Petrol,Individual,Manual,First Owner,13.0 kmpl,1343 CC,90 bhp,5
Tata Safari DICOR 2.2 EX 4x2,250000,2012,118000,Diesel,Individual,Manual,Second Owner,13.93 kmpl,2179 CC,138.03 bhp,7
Maruti Swift ZXI BSIII,120000,2006,44000,Petrol,Individual,Manual,Second Owner,16.1 kmpl,1298 CC,88.2 bhp,5
Maruti Ertiga ZDI,600000,2013,50000,Diesel,Individual,Manual,Second Owner,20.77 kmpl,1248 CC,88.8 bhp,7
Maruti Eeco 5 Seater AC BSIV,330000,2016,60000,Petrol,Individual,Manual,First Owner,15.37 kmpl,1196 CC,73 bhp,5
Hyundai i20 Sportz Option 1.2,400000,2014,147000,Petrol,Individual,Manual,Second Owner,18.6 kmpl,1197 CC,81.83 bhp,5
Tata Indica V2 DLS TC,100000,2004,40000,Diesel,Individual,Manual,Second Owner,16.8 kmpl,1405 CC,62 bhp,5
Maruti Swift Dzire VXI,450000,2014,100000,Petrol,Individual,Manual,Third Owner,19.1 kmpl,1197 CC,85.8 bhp,5
Maruti Ertiga SHVS ZDI Plus,800000,2017,55000,Diesel,Individual,Manual,First Owner,24.52 kmpl,1248 CC,88.5 bhp,7
Maruti Celerio ZDi,340000,2015,40000,Diesel,Individual,Manual,Second Owner,27.62 kmpl,793 CC,47 bhp,5
Maruti Ritz VDi,225000,2010,64000,Diesel,Individual,Manual,Third Owner,21.1 kmpl,1248 CC,73.9 bhp,5
Maruti Zen LXI,55000,2002,100000,Petrol,Individual,Manual,Second Owner,17.3 kmpl,993 CC,60 bhp,5
Maruti Ertiga SHVS ZDI Plus,900000,2016,50000,Diesel,Individual,Manual,First Owner,24.52 kmpl,1248 CC,88.5 bhp,7
Volvo S60 D4 SUMMUM,2500000,2014,30000,Diesel,Individual,Automatic,First Owner,9.0 kmpl,1984 CC,181 bhp,5
Maruti Wagon R VXI Plus,465000,2018,30000,Petrol,Individual,Manual,First Owner,20.51 kmpl,998 CC,67.04 bhp,5
Maruti Zen LXI,70000,2004,150000,Petrol,Individual,Manual,First Owner,17.3 kmpl,993 CC,60 bhp,5
Tata Zest Revotron 1.2 XT,400000,2016,24177,Petrol,Individual,Manual,First Owner,17.57 kmpl,1193 CC,88.7 bhp,5
Tata Indigo LX,185000,2012,80000,Diesel,Individual,Manual,First Owner,16.1 kmpl,1405 CC,70 bhp,5
Maruti Wagon R LXI,140000,2006,150000,Petrol,Individual,Manual,Second Owner,18.9 kmpl,998 CC,67.1 bhp,5
Renault Lodgy 85PS RxE 7 Seater,415000,2015,120000,Diesel,Individual,Manual,Second Owner,21.04 kmpl,1461 CC,83.8 bhp,7
Mahindra Scorpio VLX 2WD AIRBAG BSIV,532000,2012,121779,Diesel,Individual,Manual,First Owner,12.05 kmpl,2179 CC,120 bhp,8
Maruti Baleno Delta 1.3,600000,2017,56000,Diesel,Individual,Manual,First Owner,27.39 kmpl,1248 CC,74 bhp,5
Maruti SX4 Vxi BSIII,150000,2008,100000,Petrol,Individual,Manual,Fourth & Above Owner,15.0 kmpl,1586 CC,104.68 bhp,5
Maruti Swift LXI Option,459999,2018,12000,Petrol,Individual,Manual,First Owner,20.4 kmpl,1197 CC,81.80 bhp,5
Maruti Vitara Brezza ZDi,800000,2017,15381,Diesel,Individual,Manual,First Owner,24.3 kmpl,1248 CC,88.5 bhp,5
Mahindra Bolero SLX 4WD BSIII,310000,2011,5000,Diesel,Individual,Manual,First Owner,13.6 kmpl,2523 CC,63 bhp,7
Nissan Terrano XV Premium 110 PS,475000,2014,40000,Diesel,Individual,Manual,First Owner,19.01 kmpl,1461 CC,108.5 bhp,5
Maruti Wagon R LXI CNG,310000,2016,35000,CNG,Individual,Manual,Second Owner,26.6 km/kg,998 CC,58.16 bhp,5
Maruti Alto K10 LXI,350000,2018,10000,Petrol,Individual,Manual,First Owner,23.95 kmpl,998 CC,67.05 bhp,5
Mahindra XUV500 W10 AWD,1800000,2019,10000,Diesel,Individual,Manual,First Owner,16.0 kmpl,2179 CC,140 bhp,7
Maruti Swift AMT ZXI BSIV,640000,2018,25000,Petrol,Individual,Automatic,First Owner,22.0 kmpl,1197 CC,81.80 bhp,5
Maruti Wagon R AMT VXI,350000,2017,50000,Petrol,Individual,Automatic,First Owner,20.51 kmpl,998 CC,67 bhp,5
Tata Nexon 1.2 Revotron XE,600000,2018,30000,Petrol,Individual,Manual,First Owner,17.0 kmpl,1198 CC,108.5 bhp,5
Hyundai Verna 1.6 CRDi SX,575000,2015,23000,Diesel,Individual,Manual,First Owner,23.9 kmpl,1582 CC,126.2 bhp,5
Mahindra Thar CRDe ABS,974000,2019,15000,Diesel,Individual,Manual,First Owner,16.55 kmpl,2498 CC,105 bhp,6
Maruti Wagon R AMT VXI,445000,2018,5000,Petrol,Individual,Automatic,Second Owner,20.51 kmpl,998 CC,67 bhp,5
Maruti Ertiga VDI,580000,2015,15000,Diesel,Individual,Manual,Second Owner,20.77 kmpl,1248 CC,88.76 bhp,7
Hyundai Creta 1.4 EX Diesel,1050000,2020,20000,Diesel,Individual,Manual,First Owner,22.1 kmpl,1396 CC,88.7 bhp,5
